dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
communities,,,,1.8390511231905142,,,feat_random_p100_g0,6933,697.799633193,True
communities,,,,1.818900753893319,,,feat_random_p100_g0,6933,697.799633193,False
communities,,,,,,1.8243675696181625,feat_random_p100_g0,6933,697.799633193,True
communities,,,,,,1.8462223478694253,feat_random_p100_g0,6933,697.799633193,False
communities,,,,,1.8240898141463926,,feat_random_p100_g0,6933,697.799633193,True
communities,,,,,1.8459711657599818,,feat_random_p100_g0,6933,697.799633193,False
communities,1.8377101117906869,,,,,,feat_random_p100_g0,6933,697.799633193,True
communities,1.816143662311979,,,,,,feat_random_p100_g0,6933,697.799633193,False
communities,,,1.8187178111942832,,,,feat_random_p100_g0,6933,697.799633193,True
communities,,,1.8384769122473423,,,,feat_random_p100_g0,6933,697.799633193,False
communities,,1.8196818146086102,,,,,feat_random_p100_g0,6933,697.799633193,True
communities,,1.8400115743397039,,,,,feat_random_p100_g0,6933,697.799633193,False
