dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
lawschool,,,,1.7923333134285713,,,feat_nsga2,9296,2347.129944309,True
lawschool,,,,1.7628060802482768,,,feat_nsga2,9296,2347.129944309,False
lawschool,,,,,,1.882985593981247,feat_nsga2,9296,2347.129944309,True
lawschool,,,,,,1.845614657266555,feat_nsga2,9296,2347.129944309,False
lawschool,,,,,1.8830303593746247,,feat_nsga2,9296,2347.129944309,True
lawschool,,,,,1.8455974510619408,,feat_nsga2,9296,2347.129944309,False
lawschool,1.7920792481009657,,,,,,feat_nsga2,9296,2347.129944309,True
lawschool,1.764120435780533,,,,,,feat_nsga2,9296,2347.129944309,False
lawschool,,,1.8837860934879984,,,,feat_nsga2,9296,2347.129944309,True
lawschool,,,1.847009110321552,,,,feat_nsga2,9296,2347.129944309,False
lawschool,,1.883761304910704,,,,,feat_nsga2,9296,2347.129944309,True
lawschool,,1.8467446639219518,,,,,feat_nsga2,9296,2347.129944309,False
