dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
adult,,,,1.7903492794824036,,,feat_random_p100_g0,30132,389.320102201,True
adult,,,,1.7957555526554296,,,feat_random_p100_g0,30132,389.320102201,False
adult,,,,,,1.8291800813284245,feat_random_p100_g0,30132,389.320102201,True
adult,,,,,,1.8621212303391015,feat_random_p100_g0,30132,389.320102201,False
adult,,,,,1.8474130646741864,,feat_random_p100_g0,30132,389.320102201,True
adult,,,,,1.874936201232941,,feat_random_p100_g0,30132,389.320102201,False
adult,1.7946854870170792,,,,,,feat_random_p100_g0,30132,389.320102201,True
adult,1.7994709374207978,,,,,,feat_random_p100_g0,30132,389.320102201,False
adult,,,1.8314221178905112,,,,feat_random_p100_g0,30132,389.320102201,True
adult,,,1.8648814255984236,,,,feat_random_p100_g0,30132,389.320102201,False
adult,,1.8478102830005287,,,,,feat_random_p100_g0,30132,389.320102201,True
adult,,1.875909213085307,,,,,feat_random_p100_g0,30132,389.320102201,False
