dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
adult,,,,1.5099812359803249,,,gerryfair,8233,947.520675386,True
adult,,,,1.5028622444379003,,,gerryfair,8233,947.520675386,False
adult,,,,,,1.7890137596288371,gerryfair,8233,947.520675386,True
adult,,,,,,1.7359625309091944,gerryfair,8233,947.520675386,False
adult,,,,,1.8788319641700504,,gerryfair,8233,947.520675386,True
adult,,,,,1.8460595274031963,,gerryfair,8233,947.520675386,False
adult,1.5127553710420547,,,,,,gerryfair,8233,947.520675386,True
adult,1.5029182051335668,,,,,,gerryfair,8233,947.520675386,False
adult,,,1.7928097996490495,,,,gerryfair,8233,947.520675386,True
adult,,,1.7365444541497346,,,,gerryfair,8233,947.520675386,False
adult,,1.8826256236432153,,,,,gerryfair,8233,947.520675386,True
adult,,1.8465316053004148,,,,,gerryfair,8233,947.520675386,False
