dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
student,,,,1.4330573134220348,,,gerryfair,24481,234.938368724,True
student,,,,1.491531476379961,,,gerryfair,24481,234.938368724,False
student,,,,,,1.8259119640524764,gerryfair,24481,234.938368724,True
student,,,,,,1.5798017307352064,gerryfair,24481,234.938368724,False
student,,,,,1.8552830880408384,,gerryfair,24481,234.938368724,True
student,,,,,1.7095865700150463,,gerryfair,24481,234.938368724,False
student,1.416048774593622,,,,,,gerryfair,24481,234.938368724,True
student,1.4927957871068218,,,,,,gerryfair,24481,234.938368724,False
student,,,1.8066437137947924,,,,gerryfair,24481,234.938368724,True
student,,,1.5813596552362337,,,,gerryfair,24481,234.938368724,False
student,,1.8350438115762344,,,,,gerryfair,24481,234.938368724,True
student,,1.7121091982884078,,,,,gerryfair,24481,234.938368724,False
