dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
adult,,,,1.3744273437244712,,,gerryfair,18998,1298.421245171,True
adult,,,,1.385768032837006,,,gerryfair,18998,1298.421245171,False
adult,,,,,,1.8656322402290337,gerryfair,18998,1298.421245171,True
adult,,,,,,1.8286829068394461,gerryfair,18998,1298.421245171,False
adult,,,,,1.887397637635813,,gerryfair,18998,1298.421245171,True
adult,,,,,1.860781278753517,,gerryfair,18998,1298.421245171,False
adult,1.3651761801233933,,,,,,gerryfair,18998,1298.421245171,True
adult,1.3657628595915174,,,,,,gerryfair,18998,1298.421245171,False
adult,,,1.8535192518451498,,,,gerryfair,18998,1298.421245171,True
adult,,,1.802273737894025,,,,gerryfair,18998,1298.421245171,False
adult,,1.8747697809773052,,,,,gerryfair,18998,1298.421245171,True
adult,,1.8339022987710425,,,,,gerryfair,18998,1298.421245171,False
