dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
communities,,,,1.799470629966605,,,feat_nsga2,24481,2960.9167407130003,True
communities,,,,1.7954393954975216,,,feat_nsga2,24481,2960.9167407130003,False
communities,,,,,,1.7848013499257576,feat_nsga2,24481,2960.9167407130003,True
communities,,,,,,1.7669026494105466,feat_nsga2,24481,2960.9167407130003,False
communities,,,,,1.7854914183424775,,feat_nsga2,24481,2960.9167407130003,True
communities,,,,,1.767126025555401,,feat_nsga2,24481,2960.9167407130003,False
communities,1.8049530519656185,,,,,,feat_nsga2,24481,2960.9167407130003,True
communities,1.8010248603536032,,,,,,feat_nsga2,24481,2960.9167407130003,False
communities,,,1.8241289787083712,,,,feat_nsga2,24481,2960.9167407130003,True
communities,,,1.8130592124867095,,,,feat_nsga2,24481,2960.9167407130003,False
communities,,1.8248535323152142,,,,,feat_nsga2,24481,2960.9167407130003,True
communities,,1.8133010381672836,,,,,feat_nsga2,24481,2960.9167407130003,False
