dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
lawschool,,,,1.7767038095830099,,,feat_lex,9271,15565.703820008,True
lawschool,,,,1.7690059995937768,,,feat_lex,9271,15565.703820008,False
lawschool,,,,,,1.8665560453353063,feat_lex,9271,15565.703820008,True
lawschool,,,,,,1.859064876570156,feat_lex,9271,15565.703820008,False
lawschool,,,,,1.8662814483172778,,feat_lex,9271,15565.703820008,True
lawschool,,,,,1.8588578212486668,,feat_lex,9271,15565.703820008,False
lawschool,1.7814264194703484,,,,,,feat_lex,9271,15565.703820008,True
lawschool,1.7660673307927754,,,,,,feat_lex,9271,15565.703820008,False
lawschool,,,1.8720087876991711,,,,feat_lex,9271,15565.703820008,True
lawschool,,,1.8571038961936224,,,,feat_lex,9271,15565.703820008,False
lawschool,,1.871748943940879,,,,,feat_lex,9271,15565.703820008,True
lawschool,,1.8569317789748752,,,,,feat_lex,9271,15565.703820008,False
