dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
adult,,,,1.7824116130958874,,,feat_random_p100_g0,21353,385.674665395,True
adult,,,,1.7716062629429712,,,feat_random_p100_g0,21353,385.674665395,False
adult,,,,,,1.8180613213166517,feat_random_p100_g0,21353,385.674665395,True
adult,,,,,,1.8137744528418265,feat_random_p100_g0,21353,385.674665395,False
adult,,,,,1.8534716491443344,,feat_random_p100_g0,21353,385.674665395,True
adult,,,,,1.8336338540793813,,feat_random_p100_g0,21353,385.674665395,False
adult,1.784632198846079,,,,,,feat_random_p100_g0,21353,385.674665395,True
adult,1.7740034463902075,,,,,,feat_random_p100_g0,21353,385.674665395,False
adult,,,1.8176234928553,,,,feat_random_p100_g0,21353,385.674665395,True
adult,,,1.8119402204744472,,,,feat_random_p100_g0,21353,385.674665395,False
adult,,1.853565174866267,,,,,feat_random_p100_g0,21353,385.674665395,True
adult,,1.8340273803544396,,,,,feat_random_p100_g0,21353,385.674665395,False
