dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
communities,,,,1.68650875969361,,,gerryfair_xgb,10102,1685.716646031,True
communities,,,,1.6967585179745754,,,gerryfair_xgb,10102,1685.716646031,False
communities,,,,,,1.917605951208533,gerryfair_xgb,10102,1685.716646031,True
communities,,,,,,1.6525956140612703,gerryfair_xgb,10102,1685.716646031,False
communities,,,,,1.9523185533968435,,gerryfair_xgb,10102,1685.716646031,True
communities,,,,,1.7858847197383494,,gerryfair_xgb,10102,1685.716646031,False
communities,1.6940822467402206,,,,,,gerryfair_xgb,10102,1685.716646031,True
communities,1.703084402431189,,,,,,gerryfair_xgb,10102,1685.716646031,False
communities,,,1.9262172102657464,,,,gerryfair_xgb,10102,1685.716646031,True
communities,,,1.6587568496156009,,,,gerryfair_xgb,10102,1685.716646031,False
communities,,1.9610856939112482,,,,,gerryfair_xgb,10102,1685.716646031,True
communities,,1.792542886042051,,,,,gerryfair_xgb,10102,1685.716646031,False
