dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
communities,,,,1.8309364184043386,,,feat_lex,20404,5641.1524714610005,True
communities,,,,1.8075279574644336,,,feat_lex,20404,5641.1524714610005,False
communities,,,,,,1.8446167269532543,feat_lex,20404,5641.1524714610005,True
communities,,,,,,1.815996849262762,feat_lex,20404,5641.1524714610005,False
communities,,,,,1.8443029507088815,,feat_lex,20404,5641.1524714610005,True
communities,,,,,1.8155684235820169,,feat_lex,20404,5641.1524714610005,False
communities,1.8284812289147687,,,,,,feat_lex,20404,5641.1524714610005,True
communities,1.803163924506937,,,,,,feat_lex,20404,5641.1524714610005,False
communities,,,1.8440105603402288,,,,feat_lex,20404,5641.1524714610005,True
communities,,,1.8137864644272592,,,,feat_lex,20404,5641.1524714610005,False
communities,,1.8436965011023716,,,,,feat_lex,20404,5641.1524714610005,True
communities,,1.8133581879356961,,,,,feat_lex,20404,5641.1524714610005,False
