dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
communities,,,,1.8300328489571935,,,feat_random_p100_g0,8653,513.209461913,True
communities,,,,1.8344225431362688,,,feat_random_p100_g0,8653,513.209461913,False
communities,,,,,,1.815229706136492,feat_random_p100_g0,8653,513.209461913,True
communities,,,,,,1.8345424475814245,feat_random_p100_g0,8653,513.209461913,False
communities,,,,,1.8148124839812159,,feat_random_p100_g0,8653,513.209461913,True
communities,,,,,1.8341503873865113,,feat_random_p100_g0,8653,513.209461913,False
communities,1.8281835211956194,,,,,,feat_random_p100_g0,8653,513.209461913,True
communities,1.8323065762847288,,,,,,feat_random_p100_g0,8653,513.209461913,False
communities,,,1.813319509927929,,,,feat_random_p100_g0,8653,513.209461913,True
communities,,,1.832417137349477,,,,feat_random_p100_g0,8653,513.209461913,False
communities,,1.8129117495357236,,,,,feat_random_p100_g0,8653,513.209461913,True
communities,,1.8320276954368255,,,,,feat_random_p100_g0,8653,513.209461913,False
