dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
lawschool,,,,1.7452238600935035,,,feat_flex2_nsga2,9675,4728.256543626,True
lawschool,,,,1.7516105534026458,,,feat_flex2_nsga2,9675,4728.256543626,False
lawschool,,,,,,1.7789538895580004,feat_flex2_nsga2,9675,4728.256543626,True
lawschool,,,,,,1.7794234283358619,feat_flex2_nsga2,9675,4728.256543626,False
lawschool,,,,,1.8036056172292922,,feat_flex2_nsga2,9675,4728.256543626,True
lawschool,,,,,1.79741112529001,,feat_flex2_nsga2,9675,4728.256543626,False
lawschool,1.745523913214568,,,,,,feat_flex2_nsga2,9675,4728.256543626,True
lawschool,1.7503425179684324,,,,,,feat_flex2_nsga2,9675,4728.256543626,False
lawschool,,,1.7793389623500016,,,,feat_flex2_nsga2,9675,4728.256543626,True
lawschool,,,1.7796405694361557,,,,feat_flex2_nsga2,9675,4728.256543626,False
lawschool,,1.8037036992980289,,,,,feat_flex2_nsga2,9675,4728.256543626,True
lawschool,,1.797478067148573,,,,,feat_flex2_nsga2,9675,4728.256543626,False
