dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
adult,,,,1.500251431435252,,,gerryfair_xgb,2917,1736.866247684,True
adult,,,,1.489877462993824,,,gerryfair_xgb,2917,1736.866247684,False
adult,,,,,,1.8598694030048881,gerryfair_xgb,2917,1736.866247684,True
adult,,,,,,1.7795884885038522,gerryfair_xgb,2917,1736.866247684,False
adult,,,,,1.9239367183014981,,gerryfair_xgb,2917,1736.866247684,True
adult,,,,,1.8742501120749342,,gerryfair_xgb,2917,1736.866247684,False
adult,1.500990099009901,,,,,,gerryfair_xgb,2917,1736.866247684,True
adult,1.491089108910891,,,,,,gerryfair_xgb,2917,1736.866247684,False
adult,,,1.8610463294097674,,,,gerryfair_xgb,2917,1736.866247684,True
adult,,,1.7812868771872825,,,,gerryfair_xgb,2917,1736.866247684,False
adult,,1.9250051387734668,,,,,gerryfair_xgb,2917,1736.866247684,True
adult,,1.875888641908023,,,,,gerryfair_xgb,2917,1736.866247684,False
