dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
student,,,,1.7307950666745926,,,feat_nsga2,6126,920.157060203,True
student,,,,1.6597544068132304,,,feat_nsga2,6126,920.157060203,False
student,,,,,,1.7940503599911182,feat_nsga2,6126,920.157060203,True
student,,,,,,1.7540270545791867,feat_nsga2,6126,920.157060203,False
student,,,,,1.7928235179574283,,feat_nsga2,6126,920.157060203,True
student,,,,,1.787478540049309,,feat_nsga2,6126,920.157060203,False
student,1.7316671605383631,,,,,,feat_nsga2,6126,920.157060203,True
student,1.6592462120083469,,,,,,feat_nsga2,6126,920.157060203,False
student,,,1.7945851790241112,,,,feat_nsga2,6126,920.157060203,True
student,,,1.7527372659077969,,,,feat_nsga2,6126,920.157060203,False
student,,1.7940056984797477,,,,,feat_nsga2,6126,920.157060203,True
student,,1.7875002705490013,,,,,feat_nsga2,6126,920.157060203,False
