dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
adult,,,,1.766515333622972,,,feat_tourn,31658,6696.748735859,True
adult,,,,1.756654813996251,,,feat_tourn,31658,6696.748735859,False
adult,,,,,,1.8669400857336211,feat_tourn,31658,6696.748735859,True
adult,,,,,,1.8707815441725901,feat_tourn,31658,6696.748735859,False
adult,,,,,1.869346373007918,,feat_tourn,31658,6696.748735859,True
adult,,,,,1.8738214067834855,,feat_tourn,31658,6696.748735859,False
adult,1.7682080504441373,,,,,,feat_tourn,31658,6696.748735859,True
adult,1.7575983165556774,,,,,,feat_tourn,31658,6696.748735859,False
adult,,,1.8669400857336211,,,,feat_tourn,31658,6696.748735859,True
adult,,,1.8707815441725901,,,,feat_tourn,31658,6696.748735859,False
adult,,1.869346373007918,,,,,feat_tourn,31658,6696.748735859,True
adult,,1.8738214067834855,,,,,feat_tourn,31658,6696.748735859,False
