dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
communities,,,,1.8108389935532345,,,feat_nsga2,18998,3986.075850781,True
communities,,,,1.809632958310623,,,feat_nsga2,18998,3986.075850781,False
communities,,,,,,1.7543342694612662,feat_nsga2,18998,3986.075850781,True
communities,,,,,,1.7142323579248997,feat_nsga2,18998,3986.075850781,False
communities,,,,,1.7540020872883533,,feat_nsga2,18998,3986.075850781,True
communities,,,,,1.7136654580707398,,feat_nsga2,18998,3986.075850781,False
communities,1.8172073776147784,,,,,,feat_nsga2,18998,3986.075850781,True
communities,1.8153806975070164,,,,,,feat_nsga2,18998,3986.075850781,False
communities,,,1.8092277818758358,,,,feat_nsga2,18998,3986.075850781,True
communities,,,1.7669477523920225,,,,feat_nsga2,18998,3986.075850781,False
communities,,1.808858464237518,,,,,feat_nsga2,18998,3986.075850781,True
communities,,1.766324111709799,,,,,feat_nsga2,18998,3986.075850781,False
