dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
communities,,,,1.8137974721999615,,,feat_tourn,5740,5754.912001565,True
communities,,,,1.844199325176632,,,feat_tourn,5740,5754.912001565,False
communities,,,,,,1.819124525132391,feat_tourn,5740,5754.912001565,True
communities,,,,,,1.7959349809606304,feat_tourn,5740,5754.912001565,False
communities,,,,,1.8186470975046927,,feat_tourn,5740,5754.912001565,True
communities,,,,,1.795533171308159,,feat_tourn,5740,5754.912001565,False
communities,1.8180215169077945,,,,,,feat_tourn,5740,5754.912001565,True
communities,1.842428422370176,,,,,,feat_tourn,5740,5754.912001565,False
communities,,,1.8269016678507235,,,,feat_tourn,5740,5754.912001565,True
communities,,,1.798711036423833,,,,feat_tourn,5740,5754.912001565,False
communities,,1.8264294868481044,,,,,feat_tourn,5740,5754.912001565,True
communities,,1.7983089299291395,,,,,feat_tourn,5740,5754.912001565,False
