dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
lawschool,,,,1.7884544141696246,,,feat_flex2,13352,5845.314981274,True
lawschool,,,,1.7816143197153538,,,feat_flex2,13352,5845.314981274,False
lawschool,,,,,,1.8776398887133272,feat_flex2,13352,5845.314981274,True
lawschool,,,,,,1.8474968867257822,feat_flex2,13352,5845.314981274,False
lawschool,,,,,1.8776225898248846,,feat_flex2,13352,5845.314981274,True
lawschool,,,,,1.8483806215901168,,feat_flex2,13352,5845.314981274,False
lawschool,1.791682174284909,,,,,,feat_flex2,13352,5845.314981274,True
lawschool,1.7800382244665562,,,,,,feat_flex2,13352,5845.314981274,False
lawschool,,,1.880427808447188,,,,feat_flex2,13352,5845.314981274,True
lawschool,,,1.847834044540422,,,,feat_flex2,13352,5845.314981274,False
lawschool,,1.8806146350514659,,,,,feat_flex2,13352,5845.314981274,True
lawschool,,1.8475500730355514,,,,,feat_flex2,13352,5845.314981274,False
