dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
communities,,,,1.844587862206648,,,feat_flex2_nsga2,19863,7156.505420236999,True
communities,,,,1.817959783172095,,,feat_flex2_nsga2,19863,7156.505420236999,False
communities,,,,,,1.804677310702723,feat_flex2_nsga2,19863,7156.505420236999,True
communities,,,,,,1.7443257425907932,feat_flex2_nsga2,19863,7156.505420236999,False
communities,,,,,1.8042333583476928,,feat_flex2_nsga2,19863,7156.505420236999,True
communities,,,,,1.7438322124591208,,feat_flex2_nsga2,19863,7156.505420236999,False
communities,1.8454154493163313,,,,,,feat_flex2_nsga2,19863,7156.505420236999,True
communities,1.8183651577902855,,,,,,feat_flex2_nsga2,19863,7156.505420236999,False
communities,,,1.8256195571212708,,,,feat_flex2_nsga2,19863,7156.505420236999,True
communities,,,1.7632029688089692,,,,feat_flex2_nsga2,19863,7156.505420236999,False
communities,,1.8251623675715105,,,,,feat_flex2_nsga2,19863,7156.505420236999,True
communities,,1.7627073988216346,,,,,feat_flex2_nsga2,19863,7156.505420236999,False
