dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
communities,,,,1.7084264589209432,,,gerryfair,4866,1294.782186189,True
communities,,,,1.675297708572055,,,gerryfair,4866,1294.782186189,False
communities,,,,,,1.7204827088176196,gerryfair,4866,1294.782186189,True
communities,,,,,,1.636779064710273,gerryfair,4866,1294.782186189,False
communities,,,,,1.8338910740421965,,gerryfair,4866,1294.782186189,True
communities,,,,,1.7690371104643459,,gerryfair,4866,1294.782186189,False
communities,1.715145436308927,,,,,,gerryfair,4866,1294.782186189,True
communities,1.6810718191840408,,,,,,gerryfair,4866,1294.782186189,False
communities,,,1.7274572873936243,,,,gerryfair,4866,1294.782186189,True
communities,,,1.6427555036739148,,,,gerryfair,4866,1294.782186189,False
communities,,1.8411971147813735,,,,,gerryfair,4866,1294.782186189,True
communities,,1.775357609093499,,,,,gerryfair,4866,1294.782186189,False
