dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
communities,,,,1.2082744753104553,,,gerryfair,32400,1273.2352667369998,True
communities,,,,1.2405028612875066,,,gerryfair,32400,1273.2352667369998,False
communities,,,,,,1.7698385192964643,gerryfair,32400,1273.2352667369998,True
communities,,,,,,1.676864652976488,gerryfair,32400,1273.2352667369998,False
communities,,,,,1.8466352643825787,,gerryfair,32400,1273.2352667369998,True
communities,,,,,1.7830406199507605,,gerryfair,32400,1273.2352667369998,False
communities,1.1685312564718082,,,,,,gerryfair,32400,1273.2352667369998,True
communities,1.1973441136674903,,,,,,gerryfair,32400,1273.2352667369998,False
communities,,,1.7117972591491897,,,,gerryfair,32400,1273.2352667369998,True
communities,,,1.6184420961047183,,,,gerryfair,32400,1273.2352667369998,False
communities,,1.785942605653632,,,,,gerryfair,32400,1273.2352667369998,True
communities,,1.7209761640411154,,,,,gerryfair,32400,1273.2352667369998,False
