dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
communities,,,,1.8620086086234897,,,feat_flex2,1318,7070.176924221,True
communities,,,,1.8414529776462212,,,feat_flex2,1318,7070.176924221,False
communities,,,,,,1.822109637427784,feat_flex2,1318,7070.176924221,True
communities,,,,,,1.807016887920786,feat_flex2,1318,7070.176924221,False
communities,,,,,1.82267507426044,,feat_flex2,1318,7070.176924221,True
communities,,,,,1.8067980198950822,,feat_flex2,1318,7070.176924221,False
communities,1.8610143896559814,,,,,,feat_flex2,1318,7070.176924221,True
communities,1.841832594155762,,,,,,feat_flex2,1318,7070.176924221,False
communities,,,1.8222636069209985,,,,feat_flex2,1318,7070.176924221,True
communities,,,1.810535577165712,,,,feat_flex2,1318,7070.176924221,False
communities,,1.8230340376093879,,,,,feat_flex2,1318,7070.176924221,True
communities,,1.8105878691421189,,,,,feat_flex2,1318,7070.176924221,False
